Chemical 1,Chemical 2,Similarity
DB00222,DB00273,0
DB00307,DB00428,0
DB03864,DB04299,0
DB00836,DB03568,0
DB01100,DB00382,0
DB01373,DB00574,0
DB00757,DB00588,0
DB00763,DB00458,0
DB04299,DB01088,0
DB00242,DB00158,0
DB02656,DB01544,0
DB00720,DB00414,0
DB00611,DB00143,0
DB00201,DB00122,0
DB00932,DB00605,0
DB02187,DB01173,0
DB01645,DB02187,0
DB02745,DB02587,0
DB00134,DB00751,0
DB03754,DB01238,0
DB00549,DB00647,0
DB00594,DB00334,0
DB04076,DB01085,0
DB00213,DB01094,0
DB01275,DB01093,0
DB01029,DB00975,0
DB00422,DB00540,0
DB00918,DB00281,0
DB00821,DB00242,0
DB00181,DB02347,0
DB00458,DB04014,0
DB02533,DB00677,0
DB00825,DB00297,0
DB00491,DB00285,0
DB00482,DB00909,0
DB00126,DB04703,0
DB00744,DB00619,0
DB01223,DB00280,0
DB00789,DB01188,0
DB00348,DB00708,0
DB04551,DB00871,0
DB01275,DB00814,0
DB04137,DB00182,0
DB00623,DB00668,0
DB00737,DB00938,0
DB00809,DB01917,0
DB00526,DB04365,0
DB00776,DB00435,0
DB00749,DB00295,0
DB00723,DB00549,0
DB00357,DB04828,0
DB00296,DB00181,0
DB00526,DB01076,0
DB00264,DB04741,0
DB01454,DB00773,0
DB04076,DB00841,0
DB00332,DB00136,0
DB00602,DB00715,0
DB01240,DB00695,0
DB00715,DB04513,0
DB01367,DB00740,0
DB00985,DB00613,0
DB01221,DB01126,0
DB00727,DB00252,0
DB01064,DB01378,0
DB01628,DB00866,0
DB00421,DB04468,0
DB00733,DB01216,0
DB00561,DB00313,0
DB00261,DB00171,0
DB00537,DB01364,0
DB01169,DB00279,0
DB01395,DB01055,0
DB00907,DB01108,0
DB02010,DB00257,0
DB00368,DB00734,0
DB04707,DB00284,0
DB02509,DB01917,0
DB02852,DB01216,0
DB01002,DB00694,0
DB00731,DB00126,0
DB00514,DB00537,0
DB01240,DB00555,0
DB01320,DB02375,0
DB00891,DB04348,0
DB01220,DB01057,0
DB00293,DB01006,0
DB01166,DB01023,0
DB00679,DB00575,0
DB00421,DB04076,0
DB00191,DB01099,0
DB00633,DB00584,0
DB00528,DB04485,0
DB00619,DB00975,0
DB01108,DB00932,0
DB00208,DB00863,0
DB01039,DB01009,0
DB00182,DB00178,0
DB00484,DB00500,0
DB01410,DB01238,0
DB01412,DB00182,0
DB00266,DB02656,0
DB00633,DB00127,0
DB02285,DB00737,0
DB00282,DB00519,0
DB00751,DB00657,0
DB01080,DB00592,0
DB01351,DB00744,0
DB00465,DB00951,0
DB00847,DB02315,0
DB03568,DB01216,0
DB00553,DB01001,0
DB00188,DB02175,0
DB03783,DB04816,0
DB03945,DB04817,0
DB00391,DB00177,0
DB04824,DB00175,0
DB00575,DB01092,0
DB02745,DB00363,0
DB00875,DB00657,0
DB00227,DB00682,0
DB00989,DB00335,0
DB01073,DB01050,0
DB00285,DB01327,0
DB00384,DB01454,0
DB02210,DB00441,0
DB01199,DB00400,0
DB04224,DB03754,0
DB00458,DB04572,0
DB00820,DB04485,0
DB04465,DB01159,0
DB00139,DB00450,0
DB03703,DB01167,0
DB00746,DB00436,0
DB00401,DB01224,0
DB01950,DB00450,0
DB00833,DB00451,0
DB00555,DB00692,0
DB02659,DB00802,0
DB00514,DB01182,0
DB00964,DB01093,0
DB02056,DB01030,0
DB00169,DB00368,0
DB00928,DB01750,0
DB00731,DB00309,0
DB00426,DB01407,0
DB01090,DB00396,0
DB00118,DB01229,0
DB00728,DB00625,0
DB00183,DB01239,0
DB00309,DB00841,0
DB01320,DB01852,0
DB00262,DB01048,0
DB02656,DB00475,0
DB00379,DB00960,0
DB00763,DB00996,0
DB00206,DB00784,0
DB00807,DB00532,0
DB04299,DB00526,0
DB01351,DB00656,0
DB02166,DB00118,0
DB00579,DB00928,0
DB00881,DB04824,0
DB00733,DB01174,0
DB02325,DB00877,0
DB01236,DB01005,0
DB00466,DB00984,0
DB02345,DB00312,0
DB00867,DB00291,0
DB00180,DB00861,0
DB01183,DB02207,0
DB04827,DB01054,0
DB03783,DB00325,0
DB01750,DB02757,0
DB01064,DB00678,0
DB00605,DB00425,0
DB00199,DB00635,0
DB00218,DB00178,0
DB01677,DB00575,0
DB00580,DB01595,0
DB01143,DB01050,0
DB00184,DB00730,0
DB01069,DB00368,0
DB00732,DB00572,0
DB01950,DB00481,0
DB01590,DB02056,0
DB04381,DB01273,0
DB00732,DB01058,0
DB00512,DB00495,0
DB01186,DB00295,0
DB00484,DB00607,0
DB00432,DB00881,0
DB01224,DB01014,0
DB01880,DB00191,0
DB00698,DB04551,0
DB00764,DB01597,0
DB00338,DB00700,0
DB01997,DB03052,0
DB00907,DB00939,0
DB00548,DB03945,0
DB01275,DB00938,0
DB02860,DB01151,0
DB00266,DB01034,0
DB03203,DB01892,0
DB04703,DB00140,0
DB00343,DB02679,0
DB01409,DB00583,0
DB01320,DB01026,0
DB00723,DB01261,0
DB03193,DB00196,0
DB00466,DB00553,0
DB00482,DB00593,0
DB00688,DB00171,0
DB00825,DB01378,0
DB01708,DB00118,0
DB00537,DB01232,0
DB00575,DB00897,0
DB00991,DB01013,0
DB01022,DB01645,0
DB04841,DB01104,0
DB00401,DB00850,0
DB04690,DB00512,0
DB02709,DB00325,0
DB00199,DB00472,0
DB00819,DB00477,0
DB00598,DB00814,0
DB00158,DB00157,0
DB01161,DB00851,0
DB00296,DB00171,0
DB01452,DB00316,0
DB01015,DB00382,0
DB00483,DB01645,0
DB00331,DB00812,0
DB03783,DB00648,0
DB00563,DB00483,0
DB00852,DB04690,0
DB00458,DB01142,0
DB01165,DB00762,0
DB00179,DB00191,0
DB00740,DB01120,0
DB00818,DB00321,0
DB00841,DB01750,0
DB01399,DB01232,0
DB00477,DB02056,0
DB01119,DB00218,0
DB00114,DB01216,0
DB00399,DB01193,0
DB00141,DB00877,0
DB00607,DB01065,0
DB00643,DB00704,0
DB02740,DB04381,0
DB00949,DB00199,0
DB00320,DB00786,0
DB00724,DB01120,0
DB00584,DB00545,0
DB00637,DB01626,0
DB01435,DB01204,0
DB00864,DB00284,0
DB00813,DB00866,0
DB00614,DB00346,0
DB01599,DB00974,0
DB00605,DB01407,0
DB00255,DB00490,0
DB00720,DB01008,0
DB01142,DB00950,0
DB01182,DB00705,0
DB01348,DB01170,0
DB03796,DB00989,0
DB00897,DB00960,0
DB00325,DB03419,0
DB00829,DB00173,0
DB01645,DB02329,0
DB00426,DB00679,0
DB00244,DB01090,0
DB04831,DB01039,0
DB00807,DB00986,0
DB00668,DB00675,0
DB01001,DB02095,0
DB00335,DB00977,0
DB00269,DB00908,0
DB00740,DB01396,0
DB00818,DB00747,0
DB02709,DB00648,0
DB01008,DB00533,0
DB04831,DB00636,0
DB00834,DB01394,0
DB01576,DB00974,0
DB00871,DB01033,0
DB00503,DB01169,0
DB00722,DB00865,0
DB01399,DB00404,0
DB00091,DB00545,0
DB00836,DB00313,0
DB00724,DB01396,0
DB00312,DB01026,0
DB00500,DB00762,0
DB00627,DB00937,0
DB01082,DB00143,0
DB00282,DB00932,0
DB00695,DB00884,0
DB00768,DB00531,0
DB01062,DB00390,0
DB00337,DB01892,0
DB00916,DB00813,0
DB00322,DB00441,0
DB00400,DB00759,0
DB00999,DB01440,0
DB03994,DB01099,0
DB00627,DB00338,0
DB00964,DB00938,0
DB00764,DB00783,0
DB01017,DB01033,0
DB01626,DB00440,0
DB00364,DB00688,0
DB01068,DB01167,0
DB03880,DB00755,0
DB01628,DB00240,0
DB00118,DB00323,0
DB00995,DB01166,0
DB00168,DB00633,0
DB01254,DB00989,0
DB01394,DB02745,0
DB01167,DB00575,0
DB00364,DB00268,0
DB01577,DB03575,0
DB01165,DB00278,0
DB00278,DB01029,0
DB00970,DB00642,0
DB01320,DB00887,0
DB00328,DB00984,0
DB00356,DB02656,0
DB01288,DB00592,0
DB02187,DB01327,0
DB04331,DB00865,0
DB04258,DB00148,0
DB00635,DB00373,0
DB01115,DB00842,0
DB04258,DB00783,0
DB04573,DB00945,0
DB00692,DB00222,0
DB01403,DB00712,0
DB00427,DB00816,0
DB00541,DB02261,0
DB00594,DB00439,0
DB00523,DB00475,0
DB00489,DB01023,0
DB00254,DB01114,0
DB00896,DB00482,0
DB00348,DB00527,0
DB01165,DB02187,0
DB00978,DB00441,0
DB00732,DB01656,0
DB01235,DB00908,0
DB00356,DB04707,0
DB01221,DB04743,0
DB00592,DB00637,0
DB01544,DB00518,0
DB01205,DB00863,0
DB00539,DB00956,0
DB02656,DB00177,0
DB00268,DB01032,0
DB00126,DB01065,0
DB00451,DB00661,0
DB00867,DB00472,0
DB00206,DB00614,0
DB01159,DB03535,0
DB01233,DB04703,0
DB00871,DB00426,0
DB01577,DB00779,0
DB01137,DB01609,0
DB01351,DB01409,0
DB00795,DB00388,0
DB01099,DB01188,0
DB04817,DB00586,0
DB00883,DB01229,0
DB01095,DB00368,0
DB04572,DB01035,0
DB01100,DB01750,0
DB00921,DB00203,0
DB00620,DB00607,0
DB01181,DB02169,0
DB01708,DB00207,0
DB00916,DB00526,0
DB00851,DB00444,0
DB01262,DB03435,0
DB00114,DB01014,0
DB00712,DB00422,0
DB00328,DB00553,0
DB00399,DB00384,0
DB00853,DB01919,0
DB00834,DB00796,0
DB02852,DB00845,0
DB00197,DB01296,0
DB01212,DB04827,0
DB00714,DB01156,0
DB00608,DB03866,0
DB01181,DB01229,0
DB00457,DB02325,0
DB00485,DB04272,0
DB00290,DB00242,0
DB04299,DB01611,0
DB00700,DB00723,0
DB00331,DB01177,0
DB00290,DB01356,0
DB04824,DB01097,0
DB00907,DB03902,0
DB01244,DB00970,0
DB00601,DB00563,0
DB01366,DB00977,0
DB04751,DB00755,0
DB00490,DB00512,0
DB03766,DB00431,0
DB03575,DB01048,0
DB01165,DB02772,0
DB00158,DB04311,0
DB00643,DB01058,0
DB00904,DB00380,0
DB00544,DB00863,0
DB01234,DB00741,0
DB00169,DB03222,0
DB00139,DB01223,0
DB04821,DB00333,0
DB02772,DB00276,0
DB03783,DB00415,0
DB00886,DB01079,0
DB01213,DB00238,0
DB00947,DB00932,0
DB02210,DB01055,0
DB00323,DB02901,0
DB00563,DB00907,0
DB00678,DB00489,0
DB04751,DB01083,0
DB00887,DB01483,0
DB03568,DB00845,0
DB04827,DB00421,0
DB01124,DB00140,0
DB01008,DB00588,0
DB00188,DB00732,0
DB00657,DB00489,0
DB00695,DB02010,0
DB00169,DB02169,0
DB04690,DB00254,0
DB00475,DB00848,0
DB00960,DB04166,0
DB01238,DB00162,0
DB00361,DB00309,0
DB00394,DB02691,0
DB00475,DB00341,0
DB00746,DB04690,0
DB00623,DB00727,0
DB02712,DB01645,0
DB01577,DB03766,0
DB01656,DB00281,0
DB01917,DB01392,0
DB00512,DB00240,0
DB01132,DB00867,0
DB00608,DB02860,0
DB02262,DB04690,0
DB01544,DB00485,0
DB00814,DB01628,0
DB00875,DB02052,0
DB01039,DB00937,0
DB00445,DB01206,0
DB03052,DB00559,0
DB00884,DB00685,0
DB01069,DB02169,0
DB00812,DB01136,0
DB00437,DB00530,0
DB00891,DB01054,0
DB01609,DB01373,0
DB02901,DB03994,0
DB01950,DB01104,0
DB01378,DB00996,0
DB00650,DB00957,0
DB00431,DB00284,0
DB00806,DB00399,0
DB02533,DB00945,0
DB00227,DB00540,0
DB01039,DB00338,0
DB01026,DB01019,0
DB00599,DB00643,0
DB01142,DB00623,0
DB00331,DB00687,0
DB00820,DB00886,0
DB02116,DB00669,0
DB00599,DB01156,0
DB00356,DB02426,0
DB00224,DB04741,0
DB02424,DB03566,0
DB00563,DB01129,0
DB00301,DB00847,0
DB01844,DB04258,0
DB00480,DB01236,0
DB00657,DB00404,0
DB02424,DB01762,0
DB00984,DB00564,0
DB00457,DB00391,0
DB01014,DB00409,0
DB01023,DB01609,0
DB00973,DB04513,0
DB01131,DB00400,0
DB00277,DB00984,0
DB00852,DB04365,0
DB00292,DB01045,0
DB01425,DB00696,0
DB02249,DB00275,0
DB00514,DB00624,0
DB00421,DB00495,0
DB00222,DB00276,0
DB00175,DB01165,0
DB02379,DB00187,0
DB00757,DB00127,0
DB00417,DB00934,0
DB00850,DB00364,0
DB00730,DB00678,0
DB01032,DB00471,0
DB00252,DB01452,0
DB01356,DB00322,0
DB01436,DB01364,0
DB00636,DB00622,0
DB01880,DB00789,0
DB01005,DB00592,0
DB00842,DB02424,0
DB00457,DB00849,0
DB00631,DB01880,0
DB00831,DB00744,0
DB01060,DB01008,0
DB00313,DB00692,0
DB01092,DB01410,0
DB01438,DB01009,0
DB03754,DB02175,0
DB02325,DB00528,0
DB02261,DB00655,0
DB00553,DB00450,0
DB00400,DB01267,0
DB00492,DB02998,0
DB00814,DB03206,0
DB01440,DB01223,0
DB01036,DB01236,0
DB00920,DB00682,0
DB00114,DB00845,0
DB00712,DB01268,0
DB00313,DB00269,0
DB01119,DB04572,0
DB00720,DB01174,0
DB00364,DB02342,0
DB01206,DB00770,0
DB00312,DB00738,0
DB00580,DB01373,0
DB00179,DB00789,0
DB00307,DB00532,0
DB00625,DB00589,0
DB00871,DB00466,0
DB00677,DB00250,0
DB00359,DB03994,0
DB02855,DB01576,0
DB00629,DB00922,0
DB00499,DB00346,0
DB04741,DB00399,0
DB01108,DB00939,0
DB00844,DB01059,0
DB00599,DB00661,0
DB00887,DB01677,0
DB00444,DB00717,0
DB01035,DB00780,0
DB01174,DB00879,0
DB02375,DB01211,0
DB00598,DB00396,0
DB01030,DB00704,0
DB01437,DB00162,0
DB00812,DB00761,0
DB01094,DB00967,0
DB00605,DB00987,0
DB00723,DB01407,0
DB01819,DB00603,0
DB00852,DB00285,0
DB00539,DB03496,0
DB01212,DB01392,0
DB01580,DB00332,0
DB00685,DB04173,0
DB03419,DB00369,0
DB00921,DB00322,0
DB00861,DB00342,0
DB00173,DB00166,0
DB00916,DB01611,0
DB00490,DB00254,0
DB00784,DB01179,0
DB01579,DB00262,0
DB01628,DB00836,0
DB01192,DB01919,0
DB00357,DB01240,0
DB04224,DB00443,0
DB04557,DB00489,0
DB00761,DB00957,0
DB00977,DB00561,0
DB04272,DB00203,0
DB01212,DB02740,0
DB00579,DB04066,0
DB01083,DB00586,0
DB00976,DB00575,0
DB01410,DB02175,0
DB00184,DB00846,0
DB01101,DB00768,0
DB00927,DB01087,0
DB00450,DB03754,0
DB01126,DB00834,0
DB00727,DB00900,0
DB00949,DB00531,0
DB00322,DB00853,0
DB00945,DB03904,0
DB01388,DB02901,0
DB01012,DB00293,0
DB01367,DB01019,0
DB00870,DB00624,0
DB00692,DB00328,0
DB01077,DB01240,0
DB00722,DB01166,0
DB01409,DB04106,0
DB01043,DB01708,0
DB01452,DB03783,0
DB01173,DB01006,0
DB00331,DB00540,0
DB01095,DB02169,0
DB02342,DB00127,0
DB00608,DB00321,0
DB04572,DB02052,0
DB00357,DB00494,0
DB01238,DB00401,0
DB01436,DB01232,0
DB00381,DB00633,0
DB01597,DB01576,0
DB00818,DB01077,0
DB01320,DB00806,0
DB01014,DB00260,0
DB00222,DB01186,0
DB00887,DB00601,0
DB00499,DB00307,0
DB00641,DB00338,0
DB00820,DB00318,0
DB00289,DB00763,0
DB00625,DB00592,0
DB00656,DB01288,0
DB00503,DB03575,0
DB00276,DB00917,0
DB00784,DB00476,0
DB00384,DB01032,0
DB01233,DB01065,0
DB00203,DB00342,0
DB00151,DB02052,0
DB00397,DB01023,0
DB00978,DB02426,0
DB00573,DB03902,0
DB00364,DB01053,0
DB04725,DB00592,0
DB03566,DB00695,0
DB01954,DB03222,0
DB00399,DB04348,0
DB00737,DB00764,0
DB00637,DB00417,0
DB03227,DB00770,0
DB01436,DB01942,0
DB00367,DB00519,0
DB01058,DB00668,0
DB01199,DB00599,0
DB00323,DB03796,0
DB00412,DB01223,0
DB00415,DB00798,0
DB00786,DB01238,0
DB01645,DB01234,0
DB03758,DB00987,0
DB01267,DB00323,0
DB00503,DB01068,0
DB00951,DB02712,0
DB01337,DB02901,0
DB00833,DB00238,0
DB00723,DB00679,0
DB00316,DB01339,0
DB02262,DB00732,0
DB01320,DB01101,0
DB00280,DB00497,0
DB00494,DB04077,0
DB00734,DB02166,0
DB00415,DB01054,0
DB00228,DB01393,0
DB01440,DB01039,0
DB00588,DB01026,0
DB01188,DB02116,0
DB00846,DB01392,0
DB01438,DB00352,0
DB00904,DB01345,0
DB04137,DB00515,0
DB00695,DB00499,0
DB01073,DB04751,0
DB00134,DB03994,0
DB00247,DB01064,0
DB00746,DB01189,0
DB02740,DB01750,0
DB00907,DB00833,0
DB00320,DB02855,0
DB00744,DB04572,0
DB00571,DB00207,0
DB00134,DB00914,0
DB00586,DB00772,0
DB01370,DB03535,0
DB00440,DB01750,0
DB01378,DB01011,0
DB01137,DB00810,0
DB01424,DB02300,0
DB00904,DB01009,0
DB00305,DB00834,0
DB00305,DB00763,0
DB00987,DB00896,0
DB00523,DB00575,0
DB00860,DB00583,0
DB00818,DB00413,0
DB00508,DB01080,0
DB00619,DB01062,0
DB01220,DB00624,0
DB00622,DB00343,0
DB02659,DB01016,0
DB00641,DB00328,0
DB00849,DB02656,0
DB01013,DB00188,0
DB00335,DB01340,0
DB00692,DB00733,0
DB00508,DB02266,0
DB01137,DB02325,0
DB00491,DB00370,0
DB01435,DB00468,0
DB01394,DB00292,0
DB00215,DB00414,0
DB00559,DB00903,0
DB03222,DB01248,0
DB04348,DB00936,0
DB00559,DB01168,0
DB01590,DB00162,0
DB01366,DB01211,0
DB01200,DB00357,0
DB04573,DB01075,0
DB00297,DB01188,0
DB00173,DB02852,0
DB00399,DB00471,0
DB01412,DB00515,0
DB01395,DB01002,0
DB00853,DB00177,0
DB00714,DB04513,0
DB01143,DB04751,0
DB00831,DB01409,0
DB03904,DB01024,0
DB00592,DB01844,0
DB03535,DB00959,0
DB00417,DB02021,0
DB01435,DB01626,0
DB01367,DB00695,0
DB02207,DB00678,0
DB00213,DB00818,0
DB00312,DB00903,0
DB01536,DB00257,0
DB00445,DB04821,0
DB01088,DB00884,0
DB04485,DB00134,0
DB02095,DB01370,0
DB04707,DB04137,0
DB01192,DB00475,0
DB01037,DB01159,0
DB00260,DB01220,0
DB00920,DB01118,0
DB00677,DB00879,0
DB00943,DB00281,0
DB00648,DB00778,0
DB00384,DB01214,0
DB01037,DB00203,0
DB00986,DB00737,0
DB00705,DB01901,0
DB00601,DB04827,0
DB00685,DB01166,0
DB00313,DB00428,0
DB01236,DB00813,0
DB00865,DB00907,0
DB00939,DB00904,0
DB01161,DB00606,0
DB00883,DB00710,0
DB01275,DB00764,0
DB01177,DB00188,0
DB00790,DB04690,0
DB03754,DB00732,0
DB01628,DB00571,0
DB00590,DB00114,0
DB00186,DB00381,0
DB00635,DB01708,0
DB04166,DB00321,0
DB01234,DB00761,0
DB01059,DB01268,0
DB00570,DB01075,0
DB00472,DB00134,0
DB03052,DB00714,0
DB00361,DB01169,0
DB00264,DB00443,0
DB01394,DB00640,0
DB00579,DB01438,0
DB00396,DB00957,0
DB00499,DB00457,0
DB01128,DB01223,0
DB00224,DB00694,0
DB01819,DB00904,0
DB01124,DB01128,0
DB01188,DB01037,0
DB00555,DB00860,0
DB00970,DB00255,0
DB01026,DB01399,0
DB00359,DB01211,0
DB01262,DB01437,0
DB00937,DB00118,0
DB00614,DB00849,0
DB01586,DB01190,0
DB00572,DB00360,0
DB00816,DB00400,0
DB04299,DB04557,0
DB00541,DB00607,0
DB04828,DB00712,0
DB00360,DB01166,0
DB01137,DB00391,0
DB00647,DB02207,0
DB00091,DB01558,0
DB00257,DB00904,0
DB00342,DB04417,0
DB00183,DB00718,0
DB01203,DB01073,0
DB00230,DB00527,0
DB01166,DB00477,0
DB00936,DB01202,0
DB00536,DB02207,0
DB00230,DB01132,0
DB00367,DB00932,0
DB00014,DB01184,0
DB01026,DB01119,0
DB00656,DB01065,0
DB00471,DB00783,0
DB01558,DB00215,0
DB04751,DB00384,0
DB01193,DB04468,0
DB01199,DB00908,0
DB04216,DB00502,0
DB00527,DB00709,0
DB00208,DB01919,0
DB00275,DB00162,0
DB00390,DB02691,0
DB01023,DB02325,0
DB00116,DB00642,0
DB00176,DB00779,0
DB00896,DB00784,0
DB01236,DB00526,0
DB00356,DB01085,0
DB01179,DB01327,0
DB00985,DB01156,0
DB04299,DB00104,0
DB02375,DB00539,0
DB00679,DB01095,0
DB02656,DB01014,0
DB00675,DB01222,0
DB00470,DB01013,0
DB02533,DB01075,0
DB00900,DB00328,0
DB00959,DB00669,0
DB00996,DB00252,0
DB00925,DB01273,0
DB00934,DB02266,0
DB04077,DB00819,0
DB02855,DB01104,0
DB00929,DB01942,0
DB00279,DB00987,0
DB01388,DB03796,0
DB00900,DB00539,0
DB01074,DB00497,0
DB00380,DB01345,0
DB01068,DB01220,0
DB00589,DB00261,0
DB01410,DB00732,0
DB00369,DB00333,0
DB01088,DB02010,0
DB02772,DB00570,0
DB01008,DB00127,0
DB00348,DB00575,0
DB00865,DB00722,0
DB01235,DB00363,0
DB01216,DB00533,0
DB00995,DB01014,0
DB00323,DB00875,0
DB01167,DB00625,0
DB04786,DB00570,0
DB03566,DB01119,0
DB00956,DB00896,0
DB00304,DB01092,0
DB00151,DB00536,0
DB00993,DB00776,0
DB00682,DB00759,0
DB00964,DB00764,0
DB00731,DB03575,0
DB00883,DB00360,0
DB00927,DB04258,0
DB00157,DB00722,0
DB00207,DB01126,0
DB00446,DB01852,0
DB01033,DB03568,0
DB03566,DB01183,0
DB01181,DB00369,0
DB02855,DB01708,0
DB01917,DB03760,0
DB00575,DB00441,0
DB02539,DB00908,0
DB00260,DB04725,0
DB01268,DB01933,0
DB02010,DB00359,0
DB01019,DB00414,0
DB01103,DB00536,0
DB00297,DB00705,0
DB00519,DB00257,0
DB03866,DB00688,0
DB01429,DB00956,0
DB00809,DB00132,0
DB00795,DB00708,0
DB00864,DB04137,0
DB02166,DB00492,0
DB00285,DB01186,0
DB00710,DB00947,0
DB00572,DB00050,0
DB00661,DB00722,0
DB00588,DB00738,0
DB00341,DB00814,0
DB02266,DB00491,0
DB00448,DB01094,0
DB00364,DB01115,0
DB00884,DB00951,0
DB00928,DB00724,0
DB04417,DB00916,0
DB01337,DB03796,0
DB00679,DB00598,0
DB02300,DB00583,0
DB01057,DB00495,0
DB00170,DB01174,0
DB00182,DB01142,0
DB01399,DB03203,0
DB01339,DB04258,0
DB01437,DB01267,0
DB00404,DB00626,0
DB00168,DB00470,0
DB00814,DB02656,0
DB01057,DB00866,0
DB04725,DB01483,0
DB00570,DB00201,0
DB01254,DB01388,0
DB00398,DB02701,0
DB01068,DB00641,0
DB00337,DB04703,0
DB00433,DB00756,0
DB00598,DB00764,0
DB00336,DB00132,0
DB04173,DB00762,0
DB01023,DB00391,0
DB02546,DB00916,0
DB01065,DB00457,0
DB01192,DB00177,0
DB00688,DB01082,0
DB00261,DB00152,0
DB00178,DB00289,0
DB01190,DB00549,0
DB01392,DB01429,0
DB02056,DB00712,0
DB00871,DB01283,0
DB00195,DB00564,0
DB00819,DB00871,0
DB04829,DB00542,0
DB00252,DB00814,0
DB01410,DB00285,0
DB01296,DB00920,0
DB00890,DB01108,0
DB01435,DB00929,0
DB02187,DB00276,0
DB00222,DB00570,0
DB00900,DB00733,0
DB00640,DB00475,0
DB02587,DB01166,0
DB01035,DB00903,0
DB01345,DB04540,0
DB01206,DB01001,0
DB00448,DB00361,0
DB01275,DB00148,0
DB02052,DB01356,0
DB00648,DB00268,0
DB00539,DB00518,0
DB00485,DB00665,0
DB01072,DB00254,0
DB01022,DB00503,0
DB01222,DB03696,0
DB04741,DB02262,0
DB00202,DB01093,0
DB00572,DB01119,0
DB00281,DB01364,0
DB01388,DB00798,0
DB00382,DB00126,0
DB00956,DB01221,0
DB00483,DB00503,0
DB01050,DB01626,0
DB00650,DB00603,0
DB00134,DB01394,0
DB01182,DB00807,0
DB01544,DB01240,0
DB00201,DB00301,0
DB00970,DB00446,0
DB00594,DB00897,0
DB00500,DB01149,0
DB01131,DB00599,0
DB00851,DB00721,0
DB04381,DB03568,0
DB00230,DB00794,0
DB02998,DB00555,0
DB00572,DB01183,0
DB00834,DB00757,0
DB01104,DB03758,0
DB02745,DB00379,0
DB01083,DB00997,0
DB00398,DB00482,0
DB01058,DB00727,0
DB01154,DB01954,0
DB02325,DB01339,0
DB00262,DB00332,0
DB00333,DB00776,0
DB00752,DB02175,0
DB03128,DB04417,0
DB00721,DB00779,0
DB00530,DB00950,0
DB00881,DB00860,0
DB02347,DB01069,0
DB00698,DB02169,0
DB00472,DB00497,0
DB00814,DB01034,0
DB01261,DB02300,0
DB00989,DB01933,0
DB04173,DB00278,0
DB00749,DB00936,0
DB00738,DB00368,0
DB00332,DB00132,0
DB00904,DB00937,0
DB00995,DB00845,0
DB00414,DB01942,0
DB00280,DB00526,0
DB01424,DB00388,0
DB01211,DB01248,0
DB00477,DB03904,0
DB00957,DB02300,0
DB00904,DB00524,0
DB04821,DB01244,0
DB00986,DB01100,0
DB00563,DB03345,0
DB00907,DB01036,0
DB00584,DB00586,0
DB00586,DB00300,0
DB00904,DB00338,0
DB00206,DB01114,0
DB00722,DB01216,0
DB00758,DB01406,0
DB00254,DB01168,0
DB01395,DB00273,0
DB01200,DB00242,0
DB00261,DB00934,0
DB00494,DB00320,0
DB01167,DB03128,0
DB01236,DB01611,0
DB01452,DB00532,0
DB00482,DB01026,0
DB00338,DB01043,0
DB00489,DB00477,0
DB01189,DB00403,0
DB01183,DB01240,0
DB02342,DB03419,0
DB02261,DB01151,0
DB00268,DB00875,0
DB00420,DB01544,0
DB00656,DB00396,0
DB02855,DB01018,0
DB00807,DB02691,0
DB00541,DB00398,0
DB00398,DB00360,0
DB01075,DB00975,0
DB01048,DB01370,0
DB00116,DB01233,0
DB01205,DB01919,0
DB00721,DB01880,0
DB00688,DB00152,0
DB01232,DB00776,0
DB01626,DB01202,0
DB04690,DB00282,0
DB00590,DB00655,0
DB00539,DB00485,0
DB00235,DB00761,0
DB00847,DB00533,0
DB01339,DB00740,0
DB00863,DB04066,0
DB00890,DB00939,0
DB00984,DB00490,0
DB01579,DB00444,0
DB00861,DB02266,0
DB01202,DB03435,0
DB00586,DB03222,0
DB02998,DB00870,0
DB00920,DB02659,0
DB00296,DB00152,0
DB00014,DB00921,0
DB00886,DB00630,0
DB00934,DB00114,0
DB02207,DB00553,0
DB00588,DB00806,0
DB00187,DB00290,0
DB01022,DB00116,0
DB00276,DB01108,0
DB01536,DB00357,0
DB00533,DB00491,0
DB00981,DB02285,0
DB04066,DB00843,0
DB00307,DB01235,0
DB00482,DB00780,0
DB00959,DB01577,0
DB00483,DB00116,0
DB01183,DB00494,0
DB00717,DB00544,0
DB01327,DB00252,0
DB01645,DB00842,0
DB00403,DB04707,0
DB00986,DB00490,0
DB00934,DB01213,0
DB01001,DB01050,0
DB02187,DB01186,0
DB03864,DB00527,0
DB01590,DB01267,0
DB03535,DB00146,0
DB00928,DB04816,0
DB00600,DB00321,0
DB00508,DB01137,0
DB01136,DB00989,0
DB00187,DB00922,0
DB00428,DB01338,0
DB00728,DB00967,0
DB00431,DB04137,0
DB00761,DB00603,0
DB01174,DB02116,0
DB00391,DB00687,0
DB00844,DB00890,0
DB01085,DB00934,0
DB03783,DB00397,0
DB00323,DB01403,0
DB00437,DB01170,0
DB03866,DB02342,0
DB00563,DB00173,0
DB00598,DB00148,0
DB01006,DB00199,0
DB01043,DB00379,0
DB00380,DB00796,0
DB03864,DB01048,0
DB01233,DB01041,0
DB04166,DB02285,0
DB00432,DB02656,0
DB00143,DB00877,0
DB00917,DB02852,0
DB00312,DB01124,0
DB00203,DB01080,0
